run_id,condition,gate,n_events,neg_ack,ms_deleted,over_0.1,over_0.25,over_0.5,over_1
concurrency_n12_20260724_062751_redis_feed12_rep1,redis_n12_feed12,fail,148,2,86,148,141,82,2
concurrency_n12_20260724_062751_redis_feed12_rep10,redis_n12_feed12,fail,148,2,86,148,146,84,2
concurrency_n12_20260724_062751_redis_feed12_rep11,redis_n12_feed12,fail,148,5,86,148,145,89,5
concurrency_n12_20260724_062751_redis_feed12_rep12,redis_n12_feed12,fail,148,2,86,148,146,84,2
concurrency_n12_20260724_062751_redis_feed12_rep13,redis_n12_feed12,fail,148,2,88,147,145,85,2
concurrency_n12_20260724_062751_redis_feed12_rep14,redis_n12_feed12,pass,148,0,83,148,143,85,0
concurrency_n12_20260724_062751_redis_feed12_rep15,redis_n12_feed12,fail,148,2,86,148,141,86,2
concurrency_n12_20260724_062751_redis_feed12_rep2,redis_n12_feed12,pass,148,1,84,148,145,83,1
concurrency_n12_20260724_062751_redis_feed12_rep3,redis_n12_feed12,fail,148,2,84,148,144,84,2
concurrency_n12_20260724_062751_redis_feed12_rep4,redis_n12_feed12,fail,148,2,92,148,145,86,2
concurrency_n12_20260724_062751_redis_feed12_rep5,redis_n12_feed12,pass,148,1,84,148,144,84,1
concurrency_n12_20260724_062751_redis_feed12_rep6,redis_n12_feed12,pass,148,1,84,148,143,87,1
concurrency_n12_20260724_062751_redis_feed12_rep7,redis_n12_feed12,fail,148,2,76,148,143,84,2
concurrency_n12_20260724_062751_redis_feed12_rep8,redis_n12_feed12,fail,148,2,82,148,142,79,2
concurrency_n12_20260724_062751_redis_feed12_rep9,redis_n12_feed12,fail,148,2,91,148,142,83,2
concurrency_n12_20260724_062751_redis_feed1_rep1,redis_n12_feed1,fail,148,3,94,148,145,86,3
concurrency_n12_20260724_062751_redis_feed1_rep10,redis_n12_feed1,fail,148,3,84,145,143,91,3
concurrency_n12_20260724_062751_redis_feed1_rep11,redis_n12_feed1,fail,148,5,90,148,147,90,5
concurrency_n12_20260724_062751_redis_feed1_rep12,redis_n12_feed1,fail,148,2,89,148,142,83,2
concurrency_n12_20260724_062751_redis_feed1_rep13,redis_n12_feed1,fail,148,2,88,148,145,85,2
concurrency_n12_20260724_062751_redis_feed1_rep14,redis_n12_feed1,fail,148,4,86,148,146,86,4
concurrency_n12_20260724_062751_redis_feed1_rep15,redis_n12_feed1,pass,148,0,89,148,143,83,0
concurrency_n12_20260724_062751_redis_feed1_rep2,redis_n12_feed1,pass,148,1,86,148,143,84,1
concurrency_n12_20260724_062751_redis_feed1_rep3,redis_n12_feed1,fail,148,2,89,148,144,84,2
concurrency_n12_20260724_062751_redis_feed1_rep4,redis_n12_feed1,fail,148,2,87,146,141,84,2
concurrency_n12_20260724_062751_redis_feed1_rep5,redis_n12_feed1,fail,148,2,92,148,145,84,2
concurrency_n12_20260724_062751_redis_feed1_rep6,redis_n12_feed1,fail,148,2,93,148,146,86,2
concurrency_n12_20260724_062751_redis_feed1_rep7,redis_n12_feed1,fail,148,2,88,148,142,82,2
concurrency_n12_20260724_062751_redis_feed1_rep8,redis_n12_feed1,pass,148,1,90,148,145,83,1
concurrency_n12_20260724_062751_redis_feed1_rep9,redis_n12_feed1,fail,148,2,91,148,147,85,2
concurrency_n12_20260724_062751_redis_feed2_rep1,redis_n12_feed2,fail,71,2,41,71,71,40,2
concurrency_n12_20260724_062751_redis_feed2_rep10,redis_n12_feed2,fail,71,2,47,71,68,42,2
concurrency_n12_20260724_062751_redis_feed2_rep11,redis_n12_feed2,fail,71,1,42,71,69,41,1
concurrency_n12_20260724_062751_redis_feed2_rep12,redis_n12_feed2,fail,71,1,45,71,69,41,1
concurrency_n12_20260724_062751_redis_feed2_rep13,redis_n12_feed2,pass,71,0,41,71,70,43,0
concurrency_n12_20260724_062751_redis_feed2_rep14,redis_n12_feed2,pass,71,0,39,71,68,42,0
concurrency_n12_20260724_062751_redis_feed2_rep15,redis_n12_feed2,pass,71,0,39,71,69,41,0
concurrency_n12_20260724_062751_redis_feed2_rep2,redis_n12_feed2,fail,71,1,39,71,69,43,1
concurrency_n12_20260724_062751_redis_feed2_rep3,redis_n12_feed2,fail,71,4,46,71,70,43,4
concurrency_n12_20260724_062751_redis_feed2_rep4,redis_n12_feed2,fail,71,3,46,71,67,43,3
concurrency_n12_20260724_062751_redis_feed2_rep5,redis_n12_feed2,fail,71,2,47,71,67,42,2
concurrency_n12_20260724_062751_redis_feed2_rep6,redis_n12_feed2,fail,71,1,47,71,70,42,1
concurrency_n12_20260724_062751_redis_feed2_rep7,redis_n12_feed2,fail,71,3,44,71,68,41,3
concurrency_n12_20260724_062751_redis_feed2_rep8,redis_n12_feed2,pass,71,0,36,71,70,42,0
concurrency_n12_20260724_062751_redis_feed2_rep9,redis_n12_feed2,pass,71,0,41,71,68,42,0
concurrency_n12_20260724_062751_redis_feed3_rep1,redis_n12_feed3,fail,121,5,78,120,120,75,5
concurrency_n12_20260724_062751_redis_feed3_rep10,redis_n12_feed3,pass,121,1,68,121,117,67,1
concurrency_n12_20260724_062751_redis_feed3_rep11,redis_n12_feed3,fail,121,2,68,121,118,68,2
concurrency_n12_20260724_062751_redis_feed3_rep12,redis_n12_feed3,pass,121,0,67,121,119,69,0
concurrency_n12_20260724_062751_redis_feed3_rep13,redis_n12_feed3,fail,121,4,67,121,118,68,4
concurrency_n12_20260724_062751_redis_feed3_rep14,redis_n12_feed3,fail,121,2,75,121,121,71,2
concurrency_n12_20260724_062751_redis_feed3_rep15,redis_n12_feed3,pass,121,1,66,119,115,64,1
concurrency_n12_20260724_062751_redis_feed3_rep2,redis_n12_feed3,pass,121,1,75,121,121,68,1
concurrency_n12_20260724_062751_redis_feed3_rep3,redis_n12_feed3,fail,121,2,75,121,116,67,2
concurrency_n12_20260724_062751_redis_feed3_rep4,redis_n12_feed3,fail,121,4,74,121,120,69,4
concurrency_n12_20260724_062751_redis_feed3_rep5,redis_n12_feed3,pass,121,0,76,121,117,67,0
concurrency_n12_20260724_062751_redis_feed3_rep6,redis_n12_feed3,fail,121,3,64,121,120,66,3
concurrency_n12_20260724_062751_redis_feed3_rep7,redis_n12_feed3,pass,121,1,71,121,118,67,1
concurrency_n12_20260724_062751_redis_feed3_rep8,redis_n12_feed3,fail,121,3,73,121,119,68,3
concurrency_n12_20260724_062751_redis_feed3_rep9,redis_n12_feed3,fail,121,2,68,121,119,70,2
concurrency_n12_20260724_062751_redis_feed4_rep1,redis_n12_feed4,fail,112,5,68,112,110,65,5
concurrency_n12_20260724_062751_redis_feed4_rep10,redis_n12_feed4,fail,112,2,66,112,110,63,2
concurrency_n12_20260724_062751_redis_feed4_rep11,redis_n12_feed4,pass,112,1,66,112,109,62,1
concurrency_n12_20260724_062751_redis_feed4_rep12,redis_n12_feed4,fail,112,3,71,112,111,69,3
concurrency_n12_20260724_062751_redis_feed4_rep13,redis_n12_feed4,pass,112,1,60,112,109,61,1
concurrency_n12_20260724_062751_redis_feed4_rep14,redis_n12_feed4,pass,112,1,65,112,109,62,1
concurrency_n12_20260724_062751_redis_feed4_rep15,redis_n12_feed4,fail,112,3,67,112,108,66,3
concurrency_n12_20260724_062751_redis_feed4_rep2,redis_n12_feed4,fail,112,2,60,110,110,62,2
concurrency_n12_20260724_062751_redis_feed4_rep3,redis_n12_feed4,fail,112,3,66,110,108,67,3
concurrency_n12_20260724_062751_redis_feed4_rep4,redis_n12_feed4,fail,112,3,64,112,107,62,3
concurrency_n12_20260724_062751_redis_feed4_rep5,redis_n12_feed4,pass,112,1,66,112,111,66,1
concurrency_n12_20260724_062751_redis_feed4_rep6,redis_n12_feed4,pass,112,0,62,112,106,61,0
concurrency_n12_20260724_062751_redis_feed4_rep7,redis_n12_feed4,pass,112,1,65,112,102,62,1
concurrency_n12_20260724_062751_redis_feed4_rep8,redis_n12_feed4,fail,112,4,68,112,109,66,4
concurrency_n12_20260724_062751_redis_feed4_rep9,redis_n12_feed4,fail,112,2,67,112,109,62,2
concurrency_n12_20260724_062751_redis_feed5_rep1,redis_n12_feed5,pass,145,1,86,145,142,86,1
concurrency_n12_20260724_062751_redis_feed5_rep10,redis_n12_feed5,pass,145,0,86,145,142,84,0
concurrency_n12_20260724_062751_redis_feed5_rep11,redis_n12_feed5,pass,145,0,91,145,141,86,0
concurrency_n12_20260724_062751_redis_feed5_rep12,redis_n12_feed5,pass,145,1,85,145,143,85,1
concurrency_n12_20260724_062751_redis_feed5_rep13,redis_n12_feed5,pass,145,0,86,145,138,84,0
concurrency_n12_20260724_062751_redis_feed5_rep14,redis_n12_feed5,pass,145,1,85,145,139,86,1
concurrency_n12_20260724_062751_redis_feed5_rep15,redis_n12_feed5,fail,145,2,93,145,139,86,2
concurrency_n12_20260724_062751_redis_feed5_rep2,redis_n12_feed5,fail,145,3,94,145,144,90,3
concurrency_n12_20260724_062751_redis_feed5_rep3,redis_n12_feed5,fail,145,4,92,145,141,87,4
concurrency_n12_20260724_062751_redis_feed5_rep4,redis_n12_feed5,pass,145,1,88,145,142,86,1
concurrency_n12_20260724_062751_redis_feed5_rep5,redis_n12_feed5,fail,145,4,85,145,143,84,4
concurrency_n12_20260724_062751_redis_feed5_rep6,redis_n12_feed5,fail,145,2,97,145,144,85,2
concurrency_n12_20260724_062751_redis_feed5_rep7,redis_n12_feed5,fail,145,3,89,145,144,91,3
concurrency_n12_20260724_062751_redis_feed5_rep8,redis_n12_feed5,pass,145,1,87,145,141,84,1
concurrency_n12_20260724_062751_redis_feed5_rep9,redis_n12_feed5,fail,145,2,83,144,142,84,2
concurrency_n12_20260724_062751_redis_feed6_rep1,redis_n12_feed6,fail,125,4,82,125,124,69,4
concurrency_n12_20260724_062751_redis_feed6_rep10,redis_n12_feed6,pass,125,1,72,125,123,71,1
concurrency_n12_20260724_062751_redis_feed6_rep11,redis_n12_feed6,fail,125,5,72,125,123,76,5
concurrency_n12_20260724_062751_redis_feed6_rep12,redis_n12_feed6,pass,125,1,75,125,121,69,1
concurrency_n12_20260724_062751_redis_feed6_rep13,redis_n12_feed6,pass,125,0,70,125,122,68,0
concurrency_n12_20260724_062751_redis_feed6_rep14,redis_n12_feed6,fail,125,3,75,125,122,72,3
concurrency_n12_20260724_062751_redis_feed6_rep15,redis_n12_feed6,pass,125,0,74,125,122,69,0
concurrency_n12_20260724_062751_redis_feed6_rep2,redis_n12_feed6,pass,125,1,75,125,119,71,1
concurrency_n12_20260724_062751_redis_feed6_rep3,redis_n12_feed6,fail,125,2,73,124,121,72,2
concurrency_n12_20260724_062751_redis_feed6_rep4,redis_n12_feed6,pass,125,1,66,125,119,70,1
concurrency_n12_20260724_062751_redis_feed6_rep5,redis_n12_feed6,pass,125,1,81,125,124,75,1
concurrency_n12_20260724_062751_redis_feed6_rep6,redis_n12_feed6,pass,125,1,70,125,119,69,1
concurrency_n12_20260724_062751_redis_feed6_rep7,redis_n12_feed6,pass,125,1,80,125,123,77,1
concurrency_n12_20260724_062751_redis_feed6_rep8,redis_n12_feed6,pass,125,1,74,125,121,68,1
concurrency_n12_20260724_062751_redis_feed6_rep9,redis_n12_feed6,fail,125,2,72,125,124,70,2
concurrency_n12_20260724_062751_redis_feed7_rep1,redis_n12_feed7,fail,94,1,49,94,91,49,1
concurrency_n12_20260724_062751_redis_feed7_rep10,redis_n12_feed7,pass,94,0,47,94,90,48,0
concurrency_n12_20260724_062751_redis_feed7_rep11,redis_n12_feed7,fail,94,1,46,94,88,48,1
concurrency_n12_20260724_062751_redis_feed7_rep12,redis_n12_feed7,fail,94,1,51,93,89,49,1
concurrency_n12_20260724_062751_redis_feed7_rep13,redis_n12_feed7,fail,94,2,53,93,93,56,2
concurrency_n12_20260724_062751_redis_feed7_rep14,redis_n12_feed7,fail,94,1,46,91,87,46,1
concurrency_n12_20260724_062751_redis_feed7_rep15,redis_n12_feed7,fail,94,2,56,94,89,50,2
concurrency_n12_20260724_062751_redis_feed7_rep2,redis_n12_feed7,pass,94,0,51,94,91,51,0
concurrency_n12_20260724_062751_redis_feed7_rep3,redis_n12_feed7,fail,94,2,54,94,88,49,2
concurrency_n12_20260724_062751_redis_feed7_rep4,redis_n12_feed7,pass,94,0,48,94,88,49,0
concurrency_n12_20260724_062751_redis_feed7_rep5,redis_n12_feed7,fail,94,1,44,94,91,49,1
concurrency_n12_20260724_062751_redis_feed7_rep6,redis_n12_feed7,fail,94,2,54,94,93,52,2
concurrency_n12_20260724_062751_redis_feed7_rep7,redis_n12_feed7,fail,94,1,47,94,85,47,1
concurrency_n12_20260724_062751_redis_feed7_rep8,redis_n12_feed7,fail,94,2,47,92,89,47,2
concurrency_n12_20260724_062751_redis_feed7_rep9,redis_n12_feed7,fail,94,2,54,94,88,49,2
concurrency_n12_20260724_062751_redis_feed8_rep1,redis_n12_feed8,fail,143,2,86,143,141,80,2
concurrency_n12_20260724_062751_redis_feed8_rep10,redis_n12_feed8,fail,143,2,80,143,137,77,2
concurrency_n12_20260724_062751_redis_feed8_rep11,redis_n12_feed8,fail,143,3,83,143,140,80,3
concurrency_n12_20260724_062751_redis_feed8_rep12,redis_n12_feed8,pass,143,1,72,143,136,77,1
concurrency_n12_20260724_062751_redis_feed8_rep13,redis_n12_feed8,fail,143,3,83,143,140,80,3
concurrency_n12_20260724_062751_redis_feed8_rep14,redis_n12_feed8,fail,143,4,80,143,138,82,4
concurrency_n12_20260724_062751_redis_feed8_rep15,redis_n12_feed8,pass,143,1,71,143,139,78,1
concurrency_n12_20260724_062751_redis_feed8_rep2,redis_n12_feed8,fail,143,3,80,143,138,77,3
concurrency_n12_20260724_062751_redis_feed8_rep3,redis_n12_feed8,fail,143,3,80,141,137,78,3
concurrency_n12_20260724_062751_redis_feed8_rep4,redis_n12_feed8,fail,143,2,74,143,136,77,2
concurrency_n12_20260724_062751_redis_feed8_rep5,redis_n12_feed8,pass,143,0,82,143,137,79,0
concurrency_n12_20260724_062751_redis_feed8_rep6,redis_n12_feed8,fail,143,2,76,143,139,76,2
concurrency_n12_20260724_062751_redis_feed8_rep7,redis_n12_feed8,fail,143,2,88,143,141,78,2
concurrency_n12_20260724_062751_redis_feed8_rep8,redis_n12_feed8,pass,143,1,81,143,139,77,1
concurrency_n12_20260724_062751_redis_feed8_rep9,redis_n12_feed8,fail,143,2,81,143,143,77,2
concurrency_n12_20260724_062751_redis_feed9_rep1,redis_n12_feed9,fail,127,2,77,127,126,75,2
concurrency_n12_20260724_062751_redis_feed9_rep10,redis_n12_feed9,fail,127,3,72,124,122,75,3
concurrency_n12_20260724_062751_redis_feed9_rep11,redis_n12_feed9,fail,127,2,68,124,121,72,2
concurrency_n12_20260724_062751_redis_feed9_rep12,redis_n12_feed9,fail,127,4,73,127,126,79,4
concurrency_n12_20260724_062751_redis_feed9_rep13,redis_n12_feed9,fail,127,2,80,127,124,73,2
concurrency_n12_20260724_062751_redis_feed9_rep14,redis_n12_feed9,pass,127,1,75,126,117,72,1
concurrency_n12_20260724_062751_redis_feed9_rep15,redis_n12_feed9,pass,127,1,71,125,122,71,1
concurrency_n12_20260724_062751_redis_feed9_rep2,redis_n12_feed9,pass,127,1,80,127,126,74,1
concurrency_n12_20260724_062751_redis_feed9_rep3,redis_n12_feed9,fail,127,2,72,127,121,72,2
concurrency_n12_20260724_062751_redis_feed9_rep4,redis_n12_feed9,fail,127,8,79,126,123,76,8
concurrency_n12_20260724_062751_redis_feed9_rep5,redis_n12_feed9,fail,127,2,74,127,124,75,2
concurrency_n12_20260724_062751_redis_feed9_rep6,redis_n12_feed9,fail,127,3,70,126,123,73,3
concurrency_n12_20260724_062751_redis_feed9_rep7,redis_n12_feed9,pass,127,1,75,125,120,77,1
concurrency_n12_20260724_062751_redis_feed9_rep8,redis_n12_feed9,pass,127,1,69,126,125,73,1
concurrency_n12_20260724_062751_redis_feed9_rep9,redis_n12_feed9,fail,127,2,76,126,125,77,2
concurrency_n12_20260724_171044_kafka_feed10_rep1,kafka_n12_feed10,fail,144,2,67,144,144,144,2
concurrency_n12_20260724_171044_kafka_feed10_rep2,kafka_n12_feed10,fail,144,2,72,144,144,144,2
concurrency_n12_20260724_171044_kafka_feed10_rep3,kafka_n12_feed10,fail,144,5,75,144,144,144,5
concurrency_n12_20260724_171044_kafka_feed10_rep4,kafka_n12_feed10,fail,144,2,64,144,144,144,2
concurrency_n12_20260724_171044_kafka_feed10_rep5,kafka_n12_feed10,fail,144,2,54,144,144,144,2
concurrency_n12_20260724_171044_kafka_feed10_rep6,kafka_n12_feed10,pass,144,0,54,144,144,144,0
concurrency_n12_20260724_171044_kafka_feed10_rep7,kafka_n12_feed10,fail,144,5,67,144,144,144,5
concurrency_n12_20260724_171044_kafka_feed10_rep8,kafka_n12_feed10,fail,144,5,56,144,144,144,5
concurrency_n12_20260724_171044_kafka_feed12_rep1,kafka_n12_feed12,pass,148,1,57,148,148,146,1
concurrency_n12_20260724_171044_kafka_feed12_rep2,kafka_n12_feed12,pass,148,1,75,148,148,148,1
concurrency_n12_20260724_171044_kafka_feed12_rep3,kafka_n12_feed12,pass,148,1,64,148,148,148,1
concurrency_n12_20260724_171044_kafka_feed12_rep4,kafka_n12_feed12,fail,148,3,75,148,148,148,3
concurrency_n12_20260724_171044_kafka_feed12_rep5,kafka_n12_feed12,pass,148,1,79,148,148,148,1
concurrency_n12_20260724_171044_kafka_feed12_rep6,kafka_n12_feed12,fail,148,4,69,148,148,148,4
concurrency_n12_20260724_171044_kafka_feed12_rep7,kafka_n12_feed12,pass,148,1,69,148,148,148,1
concurrency_n12_20260724_171044_kafka_feed12_rep8,kafka_n12_feed12,pass,148,1,57,148,148,148,1
concurrency_n12_20260724_171044_kafka_feed1_rep1,kafka_n12_feed1,pass,148,1,79,148,148,144,1
concurrency_n12_20260724_171044_kafka_feed1_rep2,kafka_n12_feed1,pass,148,1,68,148,148,148,1
concurrency_n12_20260724_171044_kafka_feed1_rep3,kafka_n12_feed1,pass,148,1,76,148,148,148,1
concurrency_n12_20260724_171044_kafka_feed1_rep4,kafka_n12_feed1,pass,148,1,66,148,148,148,1
concurrency_n12_20260724_171044_kafka_feed1_rep5,kafka_n12_feed1,pass,148,1,68,148,148,148,1
concurrency_n12_20260724_171044_kafka_feed1_rep6,kafka_n12_feed1,pass,148,1,69,148,148,148,1
concurrency_n12_20260724_171044_kafka_feed1_rep7,kafka_n12_feed1,pass,148,1,71,148,148,148,1
concurrency_n12_20260724_171044_kafka_feed1_rep8,kafka_n12_feed1,pass,148,1,74,148,148,148,1
concurrency_n12_20260724_171044_kafka_feed2_rep1,kafka_n12_feed2,pass,71,0,35,71,71,71,0
concurrency_n12_20260724_171044_kafka_feed2_rep2,kafka_n12_feed2,pass,71,0,35,71,71,71,0
concurrency_n12_20260724_171044_kafka_feed2_rep3,kafka_n12_feed2,pass,71,0,36,71,71,71,0
concurrency_n12_20260724_171044_kafka_feed2_rep4,kafka_n12_feed2,pass,71,0,39,71,71,67,0
concurrency_n12_20260724_171044_kafka_feed2_rep5,kafka_n12_feed2,fail,71,5,31,71,71,71,5
concurrency_n12_20260724_171044_kafka_feed2_rep6,kafka_n12_feed2,pass,71,0,36,71,71,71,0
concurrency_n12_20260724_171044_kafka_feed2_rep7,kafka_n12_feed2,pass,71,0,32,71,71,71,0
concurrency_n12_20260724_171044_kafka_feed2_rep8,kafka_n12_feed2,pass,71,0,37,71,71,71,0
concurrency_n12_20260724_171044_kafka_feed3_rep1,kafka_n12_feed3,pass,121,0,59,121,121,121,0
concurrency_n12_20260724_171044_kafka_feed3_rep2,kafka_n12_feed3,pass,121,0,49,121,121,121,0
concurrency_n12_20260724_171044_kafka_feed3_rep3,kafka_n12_feed3,pass,121,0,62,121,121,121,0
concurrency_n12_20260724_171044_kafka_feed3_rep4,kafka_n12_feed3,pass,121,0,63,121,121,121,0
concurrency_n12_20260724_171044_kafka_feed3_rep5,kafka_n12_feed3,pass,121,0,65,121,121,121,0
concurrency_n12_20260724_171044_kafka_feed3_rep6,kafka_n12_feed3,pass,121,0,68,121,121,121,0
concurrency_n12_20260724_171044_kafka_feed3_rep7,kafka_n12_feed3,pass,121,0,64,121,121,121,0
concurrency_n12_20260724_171044_kafka_feed3_rep8,kafka_n12_feed3,pass,121,0,48,121,121,121,0
concurrency_n12_20260724_171044_kafka_feed4_rep1,kafka_n12_feed4,pass,112,1,55,112,112,112,1
concurrency_n12_20260724_171044_kafka_feed4_rep2,kafka_n12_feed4,pass,112,1,64,112,112,109,1
concurrency_n12_20260724_171044_kafka_feed4_rep3,kafka_n12_feed4,pass,112,1,52,112,110,109,1
concurrency_n12_20260724_171044_kafka_feed4_rep4,kafka_n12_feed4,pass,112,1,43,112,112,112,1
concurrency_n12_20260724_171044_kafka_feed4_rep5,kafka_n12_feed4,pass,112,1,54,112,112,112,1
concurrency_n12_20260724_171044_kafka_feed4_rep6,kafka_n12_feed4,pass,112,1,45,112,112,112,1
concurrency_n12_20260724_171044_kafka_feed4_rep7,kafka_n12_feed4,pass,112,1,53,112,112,111,1
concurrency_n12_20260724_171044_kafka_feed4_rep8,kafka_n12_feed4,pass,112,1,56,112,112,112,1
concurrency_n12_20260724_171044_kafka_feed5_rep1,kafka_n12_feed5,pass,145,0,61,145,145,145,0
concurrency_n12_20260724_171044_kafka_feed5_rep2,kafka_n12_feed5,pass,145,0,67,145,145,145,0
concurrency_n12_20260724_171044_kafka_feed5_rep3,kafka_n12_feed5,pass,145,0,71,145,145,145,0
concurrency_n12_20260724_171044_kafka_feed5_rep4,kafka_n12_feed5,pass,145,0,64,145,145,141,0
concurrency_n12_20260724_171044_kafka_feed5_rep5,kafka_n12_feed5,pass,145,0,86,145,145,145,0
concurrency_n12_20260724_171044_kafka_feed5_rep6,kafka_n12_feed5,pass,145,0,59,145,145,145,0
concurrency_n12_20260724_171044_kafka_feed5_rep7,kafka_n12_feed5,pass,145,0,84,145,145,145,0
concurrency_n12_20260724_171044_kafka_feed5_rep8,kafka_n12_feed5,pass,145,0,72,145,145,145,0
concurrency_n12_20260724_171044_kafka_feed6_rep1,kafka_n12_feed6,pass,88,0,35,88,88,88,0
concurrency_n12_20260724_171044_kafka_feed6_rep2,kafka_n12_feed6,pass,88,0,49,88,88,88,0
concurrency_n12_20260724_171044_kafka_feed6_rep3,kafka_n12_feed6,pass,88,0,42,88,88,88,0
concurrency_n12_20260724_171044_kafka_feed6_rep4,kafka_n12_feed6,pass,88,0,33,88,88,88,0
concurrency_n12_20260724_171044_kafka_feed6_rep5,kafka_n12_feed6,pass,88,0,26,88,88,88,0
concurrency_n12_20260724_171044_kafka_feed6_rep6,kafka_n12_feed6,pass,88,0,34,88,88,88,0
concurrency_n12_20260724_171044_kafka_feed6_rep7,kafka_n12_feed6,pass,88,0,41,88,88,88,0
concurrency_n12_20260724_171044_kafka_feed6_rep8,kafka_n12_feed6,pass,88,0,35,88,88,88,0
concurrency_n12_20260724_171044_kafka_feed7_rep1,kafka_n12_feed7,pass,94,0,39,94,94,94,0
concurrency_n12_20260724_171044_kafka_feed7_rep2,kafka_n12_feed7,pass,94,0,38,94,94,94,0
concurrency_n12_20260724_171044_kafka_feed7_rep3,kafka_n12_feed7,pass,94,0,44,94,94,94,0
concurrency_n12_20260724_171044_kafka_feed7_rep4,kafka_n12_feed7,fail,94,7,44,94,94,94,7
concurrency_n12_20260724_171044_kafka_feed7_rep5,kafka_n12_feed7,pass,94,0,40,94,94,94,0
concurrency_n12_20260724_171044_kafka_feed7_rep6,kafka_n12_feed7,pass,94,0,40,94,94,94,0
concurrency_n12_20260724_171044_kafka_feed7_rep7,kafka_n12_feed7,fail,94,7,47,94,94,94,7
concurrency_n12_20260724_171044_kafka_feed7_rep8,kafka_n12_feed7,pass,94,0,38,94,94,93,0
concurrency_n12_20260724_171044_kafka_feed8_rep1,kafka_n12_feed8,fail,143,3,64,143,143,143,3
concurrency_n12_20260724_171044_kafka_feed8_rep2,kafka_n12_feed8,fail,143,3,71,143,143,142,3
concurrency_n12_20260724_171044_kafka_feed8_rep3,kafka_n12_feed8,fail,143,3,79,143,143,142,3
concurrency_n12_20260724_171044_kafka_feed8_rep4,kafka_n12_feed8,fail,143,3,74,143,143,143,3
concurrency_n12_20260724_171044_kafka_feed8_rep5,kafka_n12_feed8,fail,143,3,73,143,143,143,3
concurrency_n12_20260724_171044_kafka_feed8_rep6,kafka_n12_feed8,fail,143,3,55,143,143,143,3
concurrency_n12_20260724_171044_kafka_feed8_rep7,kafka_n12_feed8,fail,143,3,62,143,143,143,3
concurrency_n12_20260724_171044_kafka_feed8_rep8,kafka_n12_feed8,fail,143,6,60,143,143,143,6
concurrency_n12_20260724_171044_kafka_feed9_rep1,kafka_n12_feed9,pass,127,1,56,127,127,127,1
concurrency_n12_20260724_171044_kafka_feed9_rep2,kafka_n12_feed9,pass,127,1,50,127,127,124,1
concurrency_n12_20260724_171044_kafka_feed9_rep3,kafka_n12_feed9,pass,127,1,70,127,127,125,1
concurrency_n12_20260724_171044_kafka_feed9_rep4,kafka_n12_feed9,fail,127,6,53,127,127,125,6
concurrency_n12_20260724_171044_kafka_feed9_rep5,kafka_n12_feed9,fail,127,6,62,127,127,127,6
concurrency_n12_20260724_171044_kafka_feed9_rep6,kafka_n12_feed9,pass,127,1,66,127,127,127,1
concurrency_n12_20260724_171044_kafka_feed9_rep7,kafka_n12_feed9,pass,127,1,68,127,127,127,1
concurrency_n12_20260724_171044_kafka_feed9_rep8,kafka_n12_feed9,pass,127,1,54,127,127,127,1
concurrency_n12_20260724_171044_redis_feed10_rep1,redis_n12_feed10,fail,144,2,80,144,141,72,2
concurrency_n12_20260724_171044_redis_feed10_rep2,redis_n12_feed10,fail,144,3,91,144,143,78,3
