t_wall_ns,pid,on_cpu_ns,wait_ns,slices,n_threads,schedstats_enabled
1784997686834235021,344064,535624715,1333924215,315,11,1
1784997686834235021,344066,521787299,1436642603,272,11,1
1784997686834235021,344068,528110133,1597990392,295,12,1
1784997686834235021,344070,556972713,1756972594,362,11,1
1784997686834235021,344072,601095776,1769196731,389,11,1
1784997686834235021,344110,471054428,1368082647,256,8,1
1784997686834235021,344111,495053050,1339236228,234,8,1
1784997686834235021,344116,468206011,1356080341,190,8,1
1784997686834235021,344119,428656145,1353658880,157,8,1
1784997686834235021,344120,447575328,1322540718,318,8,1
1784997687372631109,344012,1339859554,1734702082,1506,2,1
1784997687372631109,344016,816886248,1588130393,6662,1,1
1784997687372631109,344018,1323387841,1848842859,1217,2,1
1784997687372631109,344025,786793206,1605216981,6480,1,1
1784997687372631109,344028,785852107,1492008676,7118,1,1
1784997687372631109,344039,1346441361,1734467430,1240,2,1
1784997687372631109,344041,791536571,1480266792,7058,1,1
1784997687372631109,344046,762820058,1628099956,6369,1,1
1784997687372631109,344051,1262863895,1830968793,3178,2,1
1784997687372631109,344053,1474596014,1625131881,3056,2,1
1784997687372631109,344064,535624715,1333924215,315,11,1
1784997687372631109,344066,521787299,1436642603,272,11,1
1784997687372631109,344068,528110133,1597990392,295,12,1
1784997687372631109,344070,558450120,1757257692,379,11,1
1784997687372631109,344072,601095776,1769196731,389,11,1
1784997687372631109,344110,547205313,1540776545,309,9,1
1784997687372631109,344111,554082956,1405254444,279,9,1
1784997687372631109,344116,508167030,1430488461,218,9,1
1784997687372631109,344119,505804970,1477041529,200,9,1
1784997687372631109,344120,519426290,1442496319,370,9,1
1784997687891095158,344012,1347366527,1742027372,1589,2,1
1784997687891095158,344016,932455023,1791749263,7834,1,1
1784997687891095158,344018,1688017561,2006455183,1293,2,1
1784997687891095158,344025,896204625,1821693012,7628,1,1
1784997687891095158,344028,893335731,1689526706,8333,1,1
1784997687891095158,344039,1348512440,1735153518,1255,2,1
1784997687891095158,344041,909438618,1673433650,8210,1,1
1784997687891095158,344046,873359388,1839572324,7529,1,1
1784997687891095158,344051,1539034386,1985408376,3955,2,1
1784997687891095158,344053,1705126349,1923606393,3843,2,1
1784997687891095158,344064,535624715,1333924215,315,11,1
1784997687891095158,344066,521787299,1436642603,272,11,1
1784997687891095158,344068,528110133,1597990392,295,12,1
1784997687891095158,344070,558450120,1757257692,379,11,1
1784997687891095158,344072,601095776,1769196731,389,11,1
1784997687891095158,344110,547205313,1540776545,309,9,1
1784997687891095158,344111,554082956,1405254444,279,9,1
1784997687891095158,344116,508167030,1430488461,218,9,1
1784997687891095158,344119,505804970,1477041529,200,9,1
1784997687891095158,344120,519426290,1442496319,370,9,1
1784997688411216126,344012,1349087008,1743362605,1594,2,1
1784997688411216126,344016,1055183680,1963218942,9121,1,1
1784997688411216126,344018,1695908079,2006889656,1295,2,1
1784997688411216126,344025,1018911960,1978078443,8967,1,1
1784997688411216126,344028,1006592661,1835104806,9763,1,1
1784997688411216126,344039,1350159872,1738788232,1256,2,1
1784997688411216126,344041,1022801508,1820838967,9628,1,1
1784997688411216126,344046,990286188,2015512894,8792,1,1
1784997688411216126,344051,1539761687,1987521356,3957,2,1
1784997688411216126,344053,1725805623,1939723216,3920,2,1
1784997688411216126,344064,535624715,1333924215,315,11,1
1784997688411216126,344066,522661340,1436978909,286,11,1
1784997688411216126,344068,529200147,1598727668,315,12,1
1784997688411216126,344070,559088519,1757699936,383,11,1
1784997688411216126,344072,601948335,1769790511,402,11,1
1784997688411216126,344110,547205313,1540776545,309,9,1
1784997688411216126,344111,555535835,1407600024,282,9,1
1784997688411216126,344116,509855323,1432391387,228,9,1
1784997688411216126,344119,505804970,1477041529,200,9,1
1784997688411216126,344120,519426290,1442496319,370,9,1
1784997688934094064,344012,1349819157,1743750156,1595,2,1
1784997688934094064,344016,1176973725,2131055735,10436,1,1
1784997688934094064,344018,1696623753,2007001884,1296,2,1
1784997688934094064,344025,1142282952,2131034467,10291,1,1
1784997688934094064,344028,1125721588,1975703271,11220,1,1
1784997688934094064,344039,1350970038,1740490126,1260,2,1
1784997688934094064,344041,1142192739,1969640651,11023,1,1
1784997688934094064,344046,1105744553,2193132762,10094,1,1
1784997688934094064,344051,1540786184,1988330430,3962,2,1
1784997688934094064,344053,1727333736,1942762637,3922,2,1
1784997688934094064,344064,536619148,1334038296,327,11,1
1784997688934094064,344066,523371025,1437096304,298,11,1
1784997688934094064,344068,529200147,1598727668,315,12,1
1784997688934094064,344070,559088519,1757699936,383,11,1
1784997688934094064,344072,601948335,1769790511,402,11,1
1784997688934094064,344110,547205313,1540776545,309,9,1
1784997688934094064,344111,555535835,1407600024,282,9,1
1784997688934094064,344116,509855323,1432391387,228,9,1
1784997688934094064,344119,505804970,1477041529,200,9,1
1784997688934094064,344120,519426290,1442496319,370,9,1
1784997689455496328,344012,1352155113,1745677366,1601,2,1
1784997689455496328,344016,1292953984,2295118006,11738,1,1
1784997689455496328,344018,1698618946,2011110017,1301,2,1
1784997689455496328,344025,1254005289,2298540758,11602,1,1
1784997689455496328,344028,1242614750,2122472504,12602,1,1
1784997689455496328,344039,1352199352,1740512410,1261,2,1
1784997689455496328,344041,1254165007,2120299292,12404,1,1
1784997689455496328,344046,1216222715,2361482138,11395,1,1
1784997689455496328,344051,1542218321,1990594109,3971,2,1
1784997689455496328,344053,1728897422,1942762637,3923,2,1
1784997689455496328,344064,536619148,1334038296,327,11,1
1784997689455496328,344066,523371025,1437096304,298,11,1
1784997689455496328,344068,529200147,1598727668,315,12,1
1784997689455496328,344070,559088519,1757699936,383,11,1
1784997689455496328,344072,602717078,1771544552,410,11,1
1784997689455496328,344110,549447397,1542040452,317,9,1
1784997689455496328,344111,555535835,1407600024,282,9,1
1784997689455496328,344116,511292329,1433034690,238,9,1
1784997689455496328,344119,507583108,1477804674,210,9,1
1784997689455496328,344120,520969826,1443832073,379,9,1
1784997689970611224,344012,1353130065,1745677366,1602,2,1
1784997689970611224,344016,1407583513,2458473014,13010,1,1
1784997689970611224,344018,1699264174,2012425842,1302,2,1
1784997689970611224,344025,1365531126,2461890692,12841,1,1
1784997689970611224,344028,1359488913,2246968779,14051,1,1
